x,y,z,pitch,yaw,ok,err
0.45,0.0,0.02,1.57,0.6,1,6.105140677367745e-05
0.45,0.0,0.06,0.0,-0.6,1,6.167788317488214e-05
0.45,0.0,0.06,0.0,-0.3,0,0.2942827054367916
0.45,0.0,0.06,0.0,0.0,0,0.23098768494900085
0.45,0.0,0.06,0.0,0.3,0,0.2943932915529556
0.45,0.0,0.06,0.0,0.6,1,6.169504328019086e-05
0.45,0.0,0.06,0.225,-0.6,1,6.916727495880514e-05
0.45,0.0,0.06,0.225,-0.3,1,9.614765615209853e-05
0.45,0.0,0.06,0.225,0.0,0,0.3229481499408375
0.45,0.0,0.06,0.225,0.3,1,9.61808637084686e-05
0.45,0.0,0.06,0.225,0.6,1,6.901635490061122e-05
0.45,0.0,0.06,0.45,-0.6,1,8.676346980410114e-05
0.45,0.0,0.06,0.45,-0.3,1,9.947004126611528e-05
0.45,0.0,0.06,0.45,0.0,1,9.333224562019533e-05
0.45,0.0,0.06,0.45,0.3,1,9.948155665511699e-05
0.45,0.0,0.06,0.45,0.6,1,8.659234646226583e-05
0.45,0.0,0.06,0.675,-0.6,1,7.807179470608759e-05
0.45,0.0,0.06,0.675,-0.3,1,6.274332087231574e-05
0.45,0.0,0.06,0.675,0.0,1,5.2284574569733544e-05
0.45,0.0,0.06,0.675,0.3,1,6.272404076990844e-05
0.45,0.0,0.06,0.675,0.6,1,7.762894093466476e-05
0.45,0.0,0.06,0.9,-0.6,1,9.216445064337015e-05
0.45,0.0,0.06,0.9,-0.3,1,7.611039069467754e-05
0.45,0.0,0.06,0.9,0.0,1,6.559732167754065e-05
0.45,0.0,0.06,0.9,0.3,1,7.607978618519132e-05
0.45,0.0,0.06,0.9,0.6,1,9.177647295701196e-05
0.45,0.0,0.06,1.2,-0.6,1,8.734454743974381e-05
0.45,0.0,0.06,1.2,-0.3,1,5.839770336226833e-05
0.45,0.0,0.06,1.2,0.0,1,5.3231100579438935e-05
0.45,0.0,0.06,1.2,0.3,1,5.83765334926714e-05
0.45,0.0,0.06,1.2,0.6,1,8.712880908875331e-05
0.45,0.0,0.06,1.57,-0.6,1,6.518008065928056e-05
0.45,0.0,0.06,1.57,-0.3,1,7.1740691349959e-05
0.45,0.0,0.06,1.57,0.0,1,6.730154557156266e-05
0.45,0.0,0.06,1.57,0.3,1,7.175702791730493e-05
0.45,0.0,0.06,1.57,0.6,1,6.497289707003758e-05
0.45,0.0,0.1,0.0,-0.6,1,8.266464206501444e-05
0.45,0.0,0.1,0.0,-0.3,1,5.63778091021488e-05
0.45,0.0,0.1,0.0,0.0,0,0.21073973030801044
0.45,0.0,0.1,0.0,0.3,1,5.633145221450589e-05
0.45,0.0,0.1,0.0,0.6,1,8.267007003711418e-05
0.45,0.0,0.1,0.225,-0.6,1,9.980860116108682e-05
0.45,0.0,0.1,0.225,-0.3,1,8.096448206460435e-05
0.45,0.0,0.1,0.225,0.0,1,7.865770736543493e-05
0.45,0.0,0.1,0.225,0.3,1,8.099196520947742e-05
0.45,0.0,0.1,0.225,0.6,1,9.957606154309614e-05
0.45,0.0,0.1,0.45,-0.6,1,8.115819543932667e-05
0.45,0.0,0.1,0.45,-0.3,1,9.625054321469153e-05
0.45,0.0,0.1,0.45,0.0,1,8.047503478337447e-05
0.45,0.0,0.1,0.45,0.3,1,9.624246862705711e-05
0.45,0.0,0.1,0.45,0.6,1,8.105143711137866e-05
0.45,0.0,0.1,0.675,-0.6,1,7.148380535377234e-05
0.45,0.0,0.1,0.675,-0.3,1,5.9094451714411075e-05
0.45,0.0,0.1,0.675,0.0,1,9.940986552500729e-05
0.45,0.0,0.1,0.675,0.3,1,5.907593057202126e-05
0.45,0.0,0.1,0.675,0.6,1,7.121108590917767e-05
0.45,0.0,0.1,0.9,-0.6,1,6.285428906192935e-05
0.45,0.0,0.1,0.9,-0.3,1,7.722820682669756e-05
0.45,0.0,0.1,0.9,0.0,1,6.655047596949082e-05
0.45,0.0,0.1,0.9,0.3,1,7.719566845438144e-05
0.45,0.0,0.1,0.9,0.6,1,6.275161193441432e-05
0.45,0.0,0.1,1.2,-0.6,1,5.64934382147944e-05
0.45,0.0,0.1,1.2,-0.3,1,5.764403971638869e-05
0.45,0.0,0.1,1.2,0.0,1,5.1080893279324464e-05
0.45,0.0,0.1,1.2,0.3,1,5.761501454807965e-05
0.45,0.0,0.1,1.2,0.6,1,5.6279863666710477e-05
0.45,0.0,0.1,1.57,-0.6,1,8.554283906449624e-05
0.45,0.0,0.1,1.57,-0.3,1,5.3937069226305056e-05
0.45,0.0,0.1,1.57,0.0,1,5.4041322242929416e-05
0.45,0.0,0.1,1.57,0.3,1,5.395302373210881e-05
0.45,0.0,0.1,1.57,0.6,1,5.615044376073031e-05
0.45,0.0,0.14,0.0,-0.6,1,7.746039883371964e-05
0.45,0.0,0.14,0.0,-0.3,1,7.966274288907014e-05
0.45,0.0,0.14,0.0,0.0,1,5.859744782630787e-05
0.45,0.0,0.14,0.0,0.3,1,7.969263405886927e-05
0.45,0.0,0.14,0.0,0.6,1,7.74775789358326e-05
0.45,0.0,0.14,0.225,-0.6,1,7.193027248340349e-05
0.45,0.0,0.14,0.225,-0.3,1,7.179433429874684e-05
0.45,0.0,0.14,0.225,0.0,1,6.261525685327404e-05
0.45,0.0,0.14,0.225,0.3,1,7.18090027678246e-05
0.45,0.0,0.14,0.225,0.6,1,7.179523719922067e-05
0.45,0.0,0.14,0.45,-0.6,1,8.778078219246803e-05
0.45,0.0,0.14,0.45,-0.3,1,9.238143833853193e-05
0.45,0.0,0.14,0.45,0.0,1,7.460968705478583e-05
0.45,0.0,0.14,0.45,0.3,1,9.235904453694938e-05
0.45,0.0,0.14,0.45,0.6,1,8.753463688549984e-05
0.45,0.0,0.14,0.675,-0.6,1,9.069551204121364e-05
0.45,0.0,0.14,0.675,-0.3,1,5.930847697769539e-05
0.45,0.0,0.14,0.675,0.0,1,5.0194327680562034e-05
0.45,0.0,0.14,0.675,0.3,1,5.9289967602161475e-05
0.45,0.0,0.14,0.675,0.6,1,9.05655927946537e-05
0.45,0.0,0.14,0.9,-0.6,1,5.2081829712157824e-05
0.45,0.0,0.14,0.9,-0.3,1,7.922565994265447e-05
0.45,0.0,0.14,0.9,0.0,1,6.813214741925781e-05
0.45,0.0,0.14,0.9,0.3,1,7.919078066015718e-05
0.45,0.0,0.14,0.9,0.6,1,5.178122101656106e-05
0.45,0.0,0.14,1.2,-0.6,1,7.655800285833455e-05
0.45,0.0,0.14,1.2,-0.3,1,5.7150387365995244e-05
0.45,0.0,0.14,1.2,0.0,1,9.955933704539265e-05
0.45,0.0,0.14,1.2,0.3,1,5.711758489045734e-05
0.45,0.0,0.14,1.2,0.6,1,7.613701224650498e-05
0.45,0.0,0.14,1.57,-0.6,0,0.05172629921542048
0.45,0.0,0.14,1.57,-0.3,0,0.021889608274814436
0.45,0.0,0.14,1.57,0.0,0,0.019948763650164816
0.45,0.0,0.14,1.57,0.3,0,0.021879324688926553
0.45,0.0,0.14,1.57,0.6,0,0.05163358073968985
0.45,0.0,0.18,0.0,-0.6,1,9.5634873076514e-05
0.45,0.0,0.18,0.0,-0.3,1,6.59694077029923e-05
0.45,0.0,0.18,0.0,0.0,1,5.01387637070517e-05
0.45,0.0,0.18,0.0,0.3,1,6.59953868125571e-05
0.45,0.0,0.18,0.0,0.6,1,9.545665155099972e-05
0.45,0.0,0.18,0.225,-0.6,1,5.987624021269416e-05
0.45,0.0,0.18,0.225,-0.3,1,7.338569056623269e-05
0.45,0.0,0.18,0.225,0.0,1,5.7394176564754726e-05
0.45,0.0,0.18,0.225,0.3,1,7.33846710405515e-05
0.45,0.0,0.18,0.225,0.6,1,5.9843608399406656e-05
0.45,0.0,0.18,0.45,-0.6,1,6.688314133468354e-05
0.45,0.0,0.18,0.45,-0.3,1,9.132894235423653e-05
0.45,0.0,0.18,0.45,0.0,1,7.46251446796358e-05
0.45,0.0,0.18,0.45,0.3,1,9.13079375584811e-05
0.45,0.0,0.18,0.45,0.6,1,6.635859577172048e-05
0.45,0.0,0.18,0.675,-0.6,1,5.394059777051346e-05
0.45,0.0,0.18,0.675,-0.3,1,6.10642227764412e-05
0.45,0.0,0.18,0.675,0.0,1,5.2038376531587755e-05
0.45,0.0,0.18,0.675,0.3,1,6.104541082393572e-05
0.45,0.0,0.18,0.675,0.6,1,5.392491636138895e-05
0.45,0.0,0.18,0.9,-0.6,1,6.447274096474768e-05
0.45,0.0,0.18,0.9,-0.3,1,8.141716882203797e-05
0.45,0.0,0.18,0.9,0.0,1,6.99273899514151e-05
0.45,0.0,0.18,0.9,0.3,1,8.138009003503681e-05
0.45,0.0,0.18,0.9,0.6,1,6.449617201721719e-05
0.45,0.0,0.18,1.2,-0.6,1,5.512884674609469e-05
0.45,0.0,0.18,1.2,-0.3,1,5.7025703473023435e-05
0.45,0.0,0.18,1.2,0.0,1,9.836171887540224e-05
0.45,0.0,0.18,1.2,0.3,1,5.699120776779009e-05
0.45,0.0,0.18,1.2,0.6,1,5.507616849728459e-05
0.45,0.0,0.18,1.57,-0.6,0,0.17309514261557166
0.45,0.0,0.18,1.57,-0.3,0,0.0709253757079857
0.45,0.0,0.18,1.57,0.0,0,0.06300155554087024
0.45,0.0,0.18,1.57,0.3,0,0.07086917581426458
0.45,0.0,0.18,1.57,0.6,0,0.1723461626958802
0.45,0.0,0.22,0.0,-0.6,1,6.772905194397018e-05
0.45,0.0,0.22,0.0,-0.3,1,6.106119541692975e-05
0.45,0.0,0.22,0.0,0.0,1,8.7954159292678e-05
0.45,0.0,0.22,0.0,0.3,1,6.107903567389396e-05
0.45,0.0,0.22,0.0,0.6,1,6.763274505525712e-05
0.45,0.0,0.22,0.225,-0.6,1,5.812989805585796e-05
0.45,0.0,0.22,0.225,-0.3,1,7.393893946992278e-05
0.45,0.0,0.22,0.225,0.0,1,5.7654813474706135e-05
0.45,0.0,0.22,0.225,0.3,1,7.392768132926278e-05
0.45,0.0,0.22,0.225,0.6,1,5.8101741964455646e-05
0.45,0.0,0.22,0.45,-0.6,1,5.463794524457596e-05
0.45,0.0,0.22,0.45,-0.3,1,9.447532685480276e-05
0.45,0.0,0.22,0.45,0.0,1,7.882989706473842e-05
0.45,0.0,0.22,0.45,0.3,1,9.445682219688904e-05
0.45,0.0,0.22,0.45,0.6,1,5.446315620651364e-05
0.45,0.0,0.22,0.675,-0.6,1,9.46291628869876e-05
0.45,0.0,0.22,0.675,-0.3,1,6.3617722783707e-05
0.45,0.0,0.22,0.675,0.0,1,5.4721990632885307e-05
0.45,0.0,0.22,0.675,0.3,1,6.359879169733143e-05
0.45,0.0,0.22,0.675,0.6,1,9.460047881034717e-05
0.45,0.0,0.22,0.9,-0.6,0,0.5584071578150982
0.45,0.0,0.22,0.9,-0.3,1,8.369023062347929e-05
0.45,0.0,0.22,0.9,0.0,1,7.190522631189809e-05
0.45,0.0,0.22,0.9,0.3,1,8.365139872909258e-05
0.45,0.0,0.22,0.9,0.6,0,0.5559858510987492
0.45,0.0,0.22,1.2,-0.6,1,9.990490977432717e-05
0.45,0.0,0.22,1.2,-0.3,1,5.757247520031548e-05
0.45,0.0,0.22,1.2,0.0,1,9.90258724892396e-05
0.45,0.0,0.22,1.2,0.3,1,5.753814536030797e-05
0.45,0.0,0.22,1.2,0.6,1,9.96383919578362e-05
0.45,0.0,0.22,1.57,-0.6,0,0.42244684942005306
0.45,0.0,0.22,1.57,-0.3,0,0.1408891459130195
0.45,0.0,0.22,1.57,0.0,0,0.10916764597317884
0.45,0.0,0.22,1.57,0.3,0,0.14075181544909746
0.45,0.0,0.22,1.57,0.6,0,0.41998474336420066
0.45,0.0,0.26,0.0,-0.6,1,5.427579001382629e-05
0.45,0.0,0.26,0.0,-0.3,1,7.098851294610839e-05
0.45,0.0,0.26,0.0,0.0,1,5.600642839668409e-05
0.45,0.0,0.26,0.0,0.3,1,7.099958256978487e-05
0.45,0.0,0.26,0.0,0.6,1,5.426260465285995e-05
0.45,0.0,0.26,0.225,-0.6,1,5.971697078307002e-05
0.45,0.0,0.26,0.225,-0.3,1,7.704931930526013e-05
0.45,0.0,0.26,0.225,0.0,1,6.219072525770095e-05
0.45,0.0,0.26,0.225,0.3,1,7.704056316923003e-05
0.45,0.0,0.26,0.225,0.6,1,5.967033884803427e-05
0.45,0.0,0.26,0.45,-0.6,1,8.057881747843178e-05
0.45,0.0,0.26,0.45,-0.3,1,5.02102176373885e-05
0.45,0.0,0.26,0.45,0.0,1,8.6045348796595e-05
0.45,0.0,0.26,0.45,0.3,1,5.020266323775013e-05
0.45,0.0,0.26,0.45,0.6,1,8.035599461710272e-05
0.45,0.0,0.26,0.675,-0.6,0,0.41361759048930025
0.45,0.0,0.26,0.675,-0.3,1,6.670638486281369e-05
0.45,0.0,0.26,0.675,0.0,1,5.804297306908622e-05
0.45,0.0,0.26,0.675,0.3,1,6.668778689075772e-05
0.45,0.0,0.26,0.675,0.6,0,0.4133564099641971
0.45,0.0,0.26,0.9,-0.6,1,8.957105729779274e-05
0.45,0.0,0.26,0.9,-0.3,1,8.621132699350967e-05
0.45,0.0,0.26,0.9,0.0,1,7.42783957504959e-05
0.45,0.0,0.26,0.9,0.3,1,8.617157355583661e-05
0.45,0.0,0.26,0.9,0.6,1,8.910406154526126e-05
0.45,0.0,0.26,1.2,-0.6,0,0.13315811069871608
0.45,0.0,0.26,1.2,-0.3,0,0.004054469339485911
0.45,0.0,0.26,1.2,0.0,1,5.331264278087313e-05
0.45,0.0,0.26,1.2,0.3,0,0.004042911775469039
0.45,0.0,0.26,1.2,0.6,0,0.13138724938289553
0.45,0.0,0.26,1.57,-0.6,0,0.33542194743604276
0.45,0.0,0.26,1.57,-0.3,0,0.2547263158225409
0.45,0.0,0.26,1.57,0.0,0,0.19553609859574347
0.45,0.0,0.26,1.57,0.3,0,0.2541264603084242
0.45,0.0,0.26,1.57,0.6,0,0.3354219473802536
0.45,0.1,-0.06,0.0,-0.6,0,0.40548647399792054
0.45,0.1,-0.06,0.0,-0.3,0,0.4469182835511152
0.45,0.1,-0.06,0.0,0.0,0,0.3307423002806712
0.45,0.1,-0.06,0.0,0.3,0,0.446920425489919
0.45,0.1,-0.06,0.0,0.6,0,0.4150049277749616
0.45,0.1,-0.06,0.225,-0.6,1,5.9489496410508266e-05
0.45,0.1,-0.06,0.225,-0.3,0,0.500123029333089
0.45,0.1,-0.06,0.225,0.0,0,0.4006562907690421
0.45,0.1,-0.06,0.225,0.3,0,0.5006971780811879
0.45,0.1,-0.06,0.225,0.6,1,9.160908416410426e-05
0.45,0.1,-0.06,0.45,-0.6,1,8.512007575717633e-05
0.45,0.1,-0.06,0.45,-0.3,1,5.0725404608581156e-05
0.45,0.1,-0.06,0.45,0.0,1,5.440485717551204e-05
0.45,0.1,-0.06,0.45,0.3,1,9.65057398976463e-05
0.45,0.1,-0.06,0.45,0.6,1,5.534668776360123e-05
0.45,0.1,-0.06,0.675,-0.6,1,5.218704320290699e-05
0.45,0.1,-0.06,0.675,-0.3,1,7.520607589492646e-05
0.45,0.1,-0.06,0.675,0.0,1,6.039070463254897e-05
0.45,0.1,-0.06,0.675,0.3,1,9.12151272847879e-05
0.45,0.1,-0.06,0.675,0.6,1,7.103882151513145e-05
0.45,0.1,-0.06,0.9,-0.6,1,9.836599045681265e-05
0.45,0.1,-0.06,0.9,-0.3,1,7.246328869874187e-05
0.45,0.1,-0.06,0.9,0.0,1,9.626111523740444e-05
0.45,0.1,-0.06,0.9,0.3,1,8.337049610488167e-05
0.45,0.1,-0.06,0.9,0.6,1,5.5421100241187784e-05
0.45,0.1,-0.06,1.2,-0.6,1,6.548761805765439e-05
0.45,0.1,-0.06,1.2,-0.3,1,8.462260321731928e-05
0.45,0.1,-0.06,1.2,0.0,1,5.7227445569720733e-05
0.45,0.1,-0.06,1.2,0.3,1,8.678637109596507e-05
0.45,0.1,-0.06,1.2,0.6,1,5.6110078981784386e-05
0.45,0.1,-0.06,1.57,-0.6,1,9.852593771810196e-05
0.45,0.1,-0.06,1.57,-0.3,1,5.373767339644239e-05
0.45,0.1,-0.06,1.57,0.0,1,6.521392722135794e-05
0.45,0.1,-0.06,1.57,0.3,1,6.762228205850715e-05
0.45,0.1,-0.06,1.57,0.6,1,6.51618009015303e-05
0.45,0.1,-0.02,0.0,-0.6,1,9.367660058573624e-05
0.45,0.1,-0.02,0.0,-0.3,0,0.2759228626369311
0.45,0.1,-0.02,0.0,0.0,0,0.30140735297618965
0.45,0.1,-0.02,0.0,0.3,0,0.23908649328578246
0.45,0.1,-0.02,0.0,0.6,0,0.3367991091546371
0.45,0.1,-0.02,0.225,-0.6,1,6.019227839477741e-05
0.45,0.1,-0.02,0.225,-0.3,0,0.48120394974794534
0.45,0.1,-0.02,0.225,0.0,0,0.3766999094845814
0.45,0.1,-0.02,0.225,0.3,0,0.4817073555243942
0.45,0.1,-0.02,0.225,0.6,1,7.96319398287785e-05
0.45,0.1,-0.02,0.45,-0.6,1,5.723950581506947e-05
0.45,0.1,-0.02,0.45,-0.3,1,6.94122952503989e-05
0.45,0.1,-0.02,0.45,0.0,1,5.386781480583964e-05
0.45,0.1,-0.02,0.45,0.3,1,9.610209215668426e-05
0.45,0.1,-0.02,0.45,0.6,1,5.525315393017699e-05
0.45,0.1,-0.02,0.675,-0.6,1,9.614474888047492e-05
0.45,0.1,-0.02,0.675,-0.3,1,5.1409509984666614e-05
0.45,0.1,-0.02,0.675,0.0,1,6.221980617581183e-05
0.45,0.1,-0.02,0.675,0.3,1,5.012537407907777e-05
0.45,0.1,-0.02,0.675,0.6,1,7.299818199620906e-05
0.45,0.1,-0.02,0.9,-0.6,1,9.61850193385835e-05
0.45,0.1,-0.02,0.9,-0.3,1,6.276438863775221e-05
0.45,0.1,-0.02,0.9,0.0,1,8.83479536815214e-05
0.45,0.1,-0.02,0.9,0.3,1,7.201976377480062e-05
0.45,0.1,-0.02,0.9,0.6,1,5.147158417581116e-05
0.45,0.1,-0.02,1.2,-0.6,1,6.703201289080499e-05
0.45,0.1,-0.02,1.2,-0.3,1,6.076838870892483e-05
0.45,0.1,-0.02,1.2,0.0,1,5.265539998742605e-05
0.45,0.1,-0.02,1.2,0.3,1,8.531136814423974e-05
0.45,0.1,-0.02,1.2,0.6,1,5.1850060588593604e-05
0.45,0.1,-0.02,1.57,-0.6,1,8.980975460300657e-05
0.45,0.1,-0.02,1.57,-0.3,1,6.155191996994551e-05
0.45,0.1,-0.02,1.57,0.0,1,7.754251593576987e-05
0.45,0.1,-0.02,1.57,0.3,1,7.01102265021796e-05
0.45,0.1,-0.02,1.57,0.6,1,6.994897321535673e-05
0.45,0.1,0.02,0.0,-0.6,1,9.087118797779738e-05
0.45,0.1,0.02,0.0,-0.3,0,0.40264966675000324
0.45,0.1,0.02,0.0,0.0,0,0.27477684708556865
0.45,0.1,0.02,0.0,0.3,0,0.3862248261515547
0.45,0.1,0.02,0.0,0.6,0,0.04175751314441427
0.45,0.1,0.02,0.225,-0.6,1,5.672175004622951e-05
0.45,0.1,0.02,0.225,-0.3,1,8.29268869802612e-05
0.45,0.1,0.02,0.225,0.0,0,0.35565958224460276
0.45,0.1,0.02,0.225,0.3,1,9.140022706730524e-05
0.45,0.1,0.02,0.225,0.6,1,5.287985092604356e-05
0.45,0.1,0.02,0.45,-0.6,1,9.117248229245851e-05
0.45,0.1,0.02,0.45,-0.3,1,5.0048844748425174e-05
0.45,0.1,0.02,0.45,0.0,1,5.356300974653645e-05
0.45,0.1,0.02,0.45,0.3,1,9.721364673771016e-05
0.45,0.1,0.02,0.45,0.6,1,5.5993549979853045e-05
0.45,0.1,0.02,0.675,-0.6,1,9.071360990314795e-05
0.45,0.1,0.02,0.675,-0.3,1,5.064043284238802e-05
0.45,0.1,0.02,0.675,0.0,1,6.726654155046802e-05
0.45,0.1,0.02,0.675,0.3,1,5.659907789787295e-05
0.45,0.1,0.02,0.675,0.6,1,7.752775893284382e-05
0.45,0.1,0.02,0.9,-0.6,1,9.627291710496012e-05
0.45,0.1,0.02,0.9,-0.3,1,5.430686616272299e-05
0.45,0.1,0.02,0.9,0.0,1,7.857693864798107e-05
0.45,0.1,0.02,0.9,0.3,1,6.213781569751629e-05
0.45,0.1,0.02,0.9,0.6,1,8.402971026280763e-05
0.45,0.1,0.02,1.2,-0.6,1,6.934262762196684e-05
0.45,0.1,0.02,1.2,-0.3,1,8.286973571081154e-05
0.45,0.1,0.02,1.2,0.0,1,6.105281900364298e-05
0.45,0.1,0.02,1.2,0.3,1,5.975056079865578e-05
0.45,0.1,0.02,1.2,0.6,1,6.776027903724629e-05
0.45,0.1,0.02,1.57,-0.6,1,8.612151257742186e-05
0.45,0.1,0.02,1.57,-0.3,0,0.9278634765842861
0.45,0.1,0.02,1.57,0.0,1,8.59488985291517e-05
0.45,0.1,0.02,1.57,0.3,1,8.821983821535436e-05
0.45,0.1,0.02,1.57,0.6,1,8.769499797251438e-05
0.45,0.1,0.06,0.0,-0.6,1,6.572868765160702e-05
0.45,0.1,0.06,0.0,-0.3,1,5.2560421992588956e-05
0.45,0.1,0.06,0.0,0.0,0,0.2517106255076801
0.45,0.1,0.06,0.0,0.3,0,0.34340168993822806
0.45,0.1,0.06,0.0,0.6,1,7.425076441090055e-05
0.45,0.1,0.06,0.225,-0.6,1,5.390666690022518e-05
0.45,0.1,0.06,0.225,-0.3,1,6.852110800525597e-05
0.45,0.1,0.06,0.225,0.0,0,0.3380801875930441
0.45,0.1,0.06,0.225,0.3,1,5.092929951166587e-05
0.45,0.1,0.06,0.225,0.6,1,5.024109195804586e-05
0.45,0.1,0.06,0.45,-0.6,1,9.25796552177494e-05
0.45,0.1,0.06,0.45,-0.3,1,7.367057055839661e-05
0.45,0.1,0.06,0.45,0.0,1,9.587308578044414e-05
0.45,0.1,0.06,0.45,0.3,1,9.98187216113542e-05
0.45,0.1,0.06,0.45,0.6,1,5.801960038245607e-05
0.45,0.1,0.06,0.675,-0.6,1,8.645796611785849e-05
0.45,0.1,0.06,0.675,-0.3,1,5.5757261465408645e-05
0.45,0.1,0.06,0.675,0.0,1,6.258625885655257e-05
0.45,0.1,0.06,0.675,0.3,1,5.8072143546555755e-05
0.45,0.1,0.06,0.675,0.6,1,7.489332788476973e-05
0.45,0.1,0.06,0.9,-0.6,1,9.772400747646057e-05
0.45,0.1,0.06,0.9,-0.3,1,9.693814793457305e-05
0.45,0.1,0.06,0.9,0.0,1,7.742951860157239e-05
0.45,0.1,0.06,0.9,0.3,1,7.130842499898838e-05
0.45,0.1,0.06,0.9,0.6,1,8.269360934911289e-05
0.45,0.1,0.06,1.2,-0.6,1,7.222477582619631e-05
0.45,0.1,0.06,1.2,-0.3,1,5.253855061033647e-05
0.45,0.1,0.06,1.2,0.0,1,6.198182168067711e-05
0.45,0.1,0.06,1.2,0.3,1,6.660403074897731e-05
0.45,0.1,0.06,1.2,0.6,1,9.43266456047663e-05
0.45,0.1,0.06,1.57,-0.6,1,8.388321760590584e-05
0.45,0.1,0.06,1.57,-0.3,0,1.0387391887264619
0.45,0.1,0.06,1.57,0.0,1,7.622936496439564e-05
0.45,0.1,0.06,1.57,0.3,1,9.715171649978324e-05
0.45,0.1,0.06,1.57,0.6,1,5.1622820522900575e-05
0.45,0.1,0.1,0.0,-0.6,1,9.940471506396724e-05
0.45,0.1,0.1,0.0,-0.3,1,7.704518153741992e-05
0.45,0.1,0.1,0.0,0.0,1,7.791243730783373e-05
0.45,0.1,0.1,0.0,0.3,1,5.149401583442344e-05
0.45,0.1,0.1,0.0,0.6,1,5.0204576954058655e-05
0.45,0.1,0.1,0.225,-0.6,1,6.051640324924411e-05
0.45,0.1,0.1,0.225,-0.3,1,8.258603489880027e-05
0.45,0.1,0.1,0.225,0.0,1,7.515023246888637e-05
0.45,0.1,0.1,0.225,0.3,1,9.104637120793892e-05
0.45,0.1,0.1,0.225,0.6,1,9.821293938260904e-05
0.45,0.1,0.1,0.45,-0.6,1,8.721636866391804e-05
0.45,0.1,0.1,0.45,-0.3,1,6.427143134565523e-05
0.45,0.1,0.1,0.45,0.0,1,9.339960636451816e-05
0.45,0.1,0.1,0.45,0.3,1,9.654452018123172e-05
0.45,0.1,0.1,0.45,0.6,1,6.278039487532358e-05
0.45,0.1,0.1,0.675,-0.6,1,8.377660399647707e-05
0.45,0.1,0.1,0.675,-0.3,1,8.27887394496532e-05
0.45,0.1,0.1,0.675,0.0,1,5.8388590333041e-05
0.45,0.1,0.1,0.675,0.3,1,5.558389624897367e-05
0.45,0.1,0.1,0.675,0.6,1,7.104059442887969e-05
0.45,0.1,0.1,0.9,-0.6,1,5.001245469735837e-05
0.45,0.1,0.1,0.9,-0.3,1,6.614620419578253e-05
0.45,0.1,0.1,0.9,0.0,1,7.820617886516562e-05
0.45,0.1,0.1,0.9,0.3,1,7.284392185195062e-05
0.45,0.1,0.1,0.9,0.6,1,8.833812811379054e-05
0.45,0.1,0.1,1.2,-0.6,1,7.551032646595412e-05
0.45,0.1,0.1,1.2,-0.3,1,8.363567673624699e-05
0.45,0.1,0.1,1.2,0.0,1,6.058915029070982e-05
0.45,0.1,0.1,1.2,0.3,1,5.936566683553706e-05
0.45,0.1,0.1,1.2,0.6,1,7.48616933761646e-05
0.45,0.1,0.1,1.57,-0.6,1,8.181444084873156e-05
0.45,0.1,0.1,1.57,-0.3,1,9.085015496463063e-05
0.45,0.1,0.1,1.57,0.0,1,5.9768044173866484e-05
0.45,0.1,0.1,1.57,0.3,1,8.301181904821493e-05
0.45,0.1,0.1,1.57,0.6,1,8.293511024867518e-05
0.45,0.1,0.14,0.0,-0.6,1,9.466744321563755e-05
0.45,0.1,0.14,0.0,-0.3,1,6.477875716486237e-05
0.45,0.1,0.14,0.0,0.0,1,5.1047375298624684e-05
0.45,0.1,0.14,0.0,0.3,1,7.99072052617717e-05
0.45,0.1,0.14,0.0,0.6,1,9.220332043926392e-05
0.45,0.1,0.14,0.225,-0.6,1,8.85765445209639e-05
0.45,0.1,0.14,0.225,-0.3,1,5.5072562378054326e-05
0.45,0.1,0.14,0.225,0.0,1,6.511562454129637e-05
0.45,0.1,0.14,0.225,0.3,1,7.84180410881973e-05
0.45,0.1,0.14,0.225,0.6,1,9.997291287845604e-05
0.45,0.1,0.14,0.45,-0.6,1,7.927470384334639e-05
0.45,0.1,0.14,0.45,-0.3,1,6.461543368083592e-05
0.45,0.1,0.14,0.45,0.0,1,8.848974778885333e-05
0.45,0.1,0.14,0.45,0.3,1,8.960925218153016e-05
0.45,0.1,0.14,0.45,0.6,1,6.166825490219189e-05
0.45,0.1,0.14,0.675,-0.6,1,8.345918524871374e-05
0.45,0.1,0.14,0.675,-0.3,1,6.836142534659286e-05
0.45,0.1,0.14,0.675,0.0,1,5.83211893390781e-05
0.45,0.1,0.14,0.675,0.3,1,5.6131918360946055e-05
0.45,0.1,0.14,0.675,0.6,1,7.090680996309802e-05
0.45,0.1,0.14,0.9,-0.6,1,5.1525751361312725e-05
0.45,0.1,0.14,0.9,-0.3,1,8.163798649037932e-05
0.45,0.1,0.14,0.9,0.0,1,7.980388941809845e-05
0.45,0.1,0.14,0.9,0.3,1,7.504630601716091e-05
0.45,0.1,0.14,0.9,0.6,1,9.20218693850721e-05
0.45,0.1,0.14,1.2,-0.6,1,7.906742658394927e-05
0.45,0.1,0.14,1.2,-0.3,1,5.304656823304839e-05
0.45,0.1,0.14,1.2,0.0,1,5.9357882922353496e-05
0.45,0.1,0.14,1.2,0.3,1,5.605249918575196e-05
0.45,0.1,0.14,1.2,0.6,1,6.890475706722609e-05
0.45,0.1,0.14,1.57,-0.6,0,0.10028027368278551
0.45,0.1,0.14,1.57,-0.3,0,0.07875854763867793
0.45,0.1,0.14,1.57,0.0,0,0.03417660445682712
