x,y,z,pitch,yaw,ok,err
0.25,0.1,0.18,0.0,0.0,0,0.049928337730556265
0.25,0.1,0.18,0.0,0.3,0,0.06470116910422684
0.25,0.1,0.18,0.0,0.6,0,0.07129522060462684
0.25,0.1,0.18,0.225,-0.6,1,9.10079141261892e-05
0.25,0.1,0.18,0.225,-0.3,1,8.502251621575084e-05
0.25,0.1,0.18,0.225,0.0,1,5.3919852623071094e-05
0.25,0.1,0.18,0.225,0.3,1,9.814144967140637e-05
0.25,0.1,0.18,0.225,0.6,1,8.181231112306463e-05
0.25,0.1,0.18,0.45,-0.6,1,7.061820374468293e-05
0.25,0.1,0.18,0.45,-0.3,1,7.915692552592131e-05
0.25,0.1,0.18,0.45,0.0,1,9.335426581612607e-05
0.25,0.1,0.18,0.45,0.3,1,7.0748175849161e-05
0.25,0.1,0.18,0.45,0.6,1,9.663390728096456e-05
0.25,0.1,0.18,0.675,-0.6,1,8.11039839765222e-05
0.25,0.1,0.18,0.675,-0.3,1,5.115798089301707e-05
0.25,0.1,0.18,0.675,0.0,1,6.269991841031335e-05
0.25,0.1,0.18,0.675,0.3,1,9.531417684182751e-05
0.25,0.1,0.18,0.675,0.6,1,5.6919503613297205e-05
0.25,0.1,0.18,0.9,-0.6,1,5.5066394934227246e-05
0.25,0.1,0.18,0.9,-0.3,1,6.0863707681563e-05
0.25,0.1,0.18,0.9,0.0,1,7.703059045266204e-05
0.25,0.1,0.18,0.9,0.3,1,6.057081227321034e-05
0.25,0.1,0.18,0.9,0.6,1,6.684362474569563e-05
0.25,0.1,0.18,1.2,-0.6,1,8.457604844139561e-05
0.25,0.1,0.18,1.2,-0.3,1,7.271471674454957e-05
0.25,0.1,0.18,1.2,0.0,1,9.550795036859073e-05
0.25,0.1,0.18,1.2,0.3,1,7.85552748531774e-05
0.25,0.1,0.18,1.2,0.6,1,8.199433129010898e-05
0.25,0.1,0.18,1.57,-0.6,1,9.911486082286233e-05
0.25,0.1,0.18,1.57,-0.3,1,8.526641893920834e-05
0.25,0.1,0.18,1.57,0.0,1,5.970764842307597e-05
0.25,0.1,0.18,1.57,0.3,1,5.086723475033892e-05
0.25,0.1,0.18,1.57,0.6,1,5.1317239448806266e-05
0.25,0.1,0.22,0.0,-0.6,0,0.064048936051632
0.25,0.1,0.22,0.0,-0.3,1,6.015263606335099e-05
0.25,0.1,0.22,0.0,0.0,1,6.820140398113009e-05
0.25,0.1,0.22,0.0,0.3,1,7.730189899589004e-05
0.25,0.1,0.22,0.0,0.6,1,7.45857405823575e-05
0.25,0.1,0.22,0.225,-0.6,1,8.035817118413289e-05
0.25,0.1,0.22,0.225,-0.3,1,8.494704947827843e-05
0.25,0.1,0.22,0.225,0.0,1,5.3857264344862165e-05
0.25,0.1,0.22,0.225,0.3,1,9.834465246912848e-05
0.25,0.1,0.22,0.225,0.6,1,8.178640980637035e-05
0.25,0.1,0.22,0.45,-0.6,1,8.677952287163107e-05
0.25,0.1,0.22,0.45,-0.3,1,5.371989319316717e-05
0.25,0.1,0.22,0.45,0.0,1,9.542425418068274e-05
0.25,0.1,0.22,0.45,0.3,1,7.091470178554928e-05
0.25,0.1,0.22,0.45,0.6,1,9.650384841437483e-05
0.25,0.1,0.22,0.675,-0.6,1,6.696113908335333e-05
0.25,0.1,0.22,0.675,-0.3,1,6.46673526639025e-05
0.25,0.1,0.22,0.675,0.0,1,6.662111821178171e-05
0.25,0.1,0.22,0.675,0.3,1,9.578245086800723e-05
0.25,0.1,0.22,0.675,0.6,1,5.69287404766252e-05
0.25,0.1,0.22,0.9,-0.6,1,6.545734164490412e-05
0.25,0.1,0.22,0.9,-0.3,1,8.075683231687509e-05
0.25,0.1,0.22,0.9,0.0,1,8.445218996174583e-05
0.25,0.1,0.22,0.9,0.3,1,6.112797915047451e-05
0.25,0.1,0.22,0.9,0.6,1,6.696743227845043e-05
0.25,0.1,0.22,1.2,-0.6,1,5.4273208551254866e-05
0.25,0.1,0.22,1.2,-0.3,1,9.110302603496876e-05
0.25,0.1,0.22,1.2,0.0,1,5.276043178327477e-05
0.25,0.1,0.22,1.2,0.3,1,7.98772519851251e-05
0.25,0.1,0.22,1.2,0.6,1,8.234828955701474e-05
0.25,0.1,0.22,1.57,-0.6,0,0.10383009693786202
0.25,0.1,0.22,1.57,-0.3,0,0.10363899685111398
0.25,0.1,0.22,1.57,0.0,0,0.10304822772650023
0.25,0.1,0.22,1.57,0.3,0,0.09819365167065805
0.25,0.1,0.22,1.57,0.6,0,0.09884045761505478
0.25,0.1,0.26,0.0,-0.6,0,0.0741500232356946
0.25,0.1,0.26,0.0,-0.3,1,5.0521530531563755e-05
0.25,0.1,0.26,0.0,0.0,1,6.159382101195019e-05
0.25,0.1,0.26,0.0,0.3,1,7.884327673405186e-05
0.25,0.1,0.26,0.0,0.6,1,7.50384289128697e-05
0.25,0.1,0.26,0.225,-0.6,0,0.09571722703727928
0.25,0.1,0.26,0.225,-0.3,1,5.99430028488858e-05
0.25,0.1,0.26,0.225,0.0,1,5.4373992672599166e-05
0.25,0.1,0.26,0.225,0.3,1,9.960939074016249e-05
0.25,0.1,0.26,0.225,0.6,1,8.207275874765491e-05
0.25,0.1,0.26,0.45,-0.6,1,5.2976514406583284e-05
0.25,0.1,0.26,0.45,-0.3,1,9.258657086381528e-05
0.25,0.1,0.26,0.45,0.0,1,9.9801004499968e-05
0.25,0.1,0.26,0.45,0.3,1,7.1540745480506e-05
0.25,0.1,0.26,0.45,0.6,1,9.669036114980816e-05
0.25,0.1,0.26,0.675,-0.6,1,7.452196966809036e-05
0.25,0.1,0.26,0.675,-0.3,1,6.704274001960739e-05
0.25,0.1,0.26,0.675,0.0,1,7.672093058031841e-05
0.25,0.1,0.26,0.675,0.3,1,9.705415071351355e-05
0.25,0.1,0.26,0.675,0.6,1,5.711014943544626e-05
0.25,0.1,0.26,0.9,-0.6,1,7.251277124029446e-05
0.25,0.1,0.26,0.9,-0.3,1,5.7754210992672745e-05
0.25,0.1,0.26,0.9,0.0,1,5.688376872580438e-05
0.25,0.1,0.26,0.9,0.3,1,6.293694805090549e-05
0.25,0.1,0.26,0.9,0.6,1,6.722786382279801e-05
0.25,0.1,0.26,1.2,-0.6,0,0.08574954283299961
0.25,0.1,0.26,1.2,-0.3,1,5.519341034655156e-05
0.25,0.1,0.26,1.2,0.0,1,9.868649771868836e-05
0.25,0.1,0.26,1.2,0.3,1,8.750199032452852e-05
0.25,0.1,0.26,1.2,0.6,1,8.30980733336374e-05
0.25,0.1,0.26,1.57,-0.6,0,0.29329035165521516
0.25,0.1,0.26,1.57,-0.3,0,0.21894451238350704
0.25,0.1,0.26,1.57,0.0,0,0.2929383769470872
0.25,0.1,0.26,1.57,0.3,0,0.2856904162514029
0.25,0.1,0.26,1.57,0.6,0,0.25308325845781837
0.25,0.2,-0.06,0.0,-0.6,0,0.15959477191578048
0.25,0.2,-0.06,0.0,-0.3,0,0.0030922096017315112
0.25,0.2,-0.06,0.0,0.0,0,0.2836045430949605
0.25,0.2,-0.06,0.0,0.3,0,0.39194531029132645
0.25,0.2,-0.06,0.0,0.6,0,0.6739269699068696
0.25,0.2,-0.06,0.225,-0.6,1,6.474575904868283e-05
0.25,0.2,-0.06,0.225,-0.3,0,0.4014340559714942
0.25,0.2,-0.06,0.225,0.0,0,0.3835995291310246
0.25,0.2,-0.06,0.225,0.3,0,0.4949462805401212
0.25,0.2,-0.06,0.225,0.6,0,0.6953541597180034
0.25,0.2,-0.06,0.45,-0.6,1,5.297294840480746e-05
0.25,0.2,-0.06,0.45,-0.3,1,9.255261894688969e-05
0.25,0.2,-0.06,0.45,0.0,1,8.770796881574557e-05
0.25,0.2,-0.06,0.45,0.3,1,5.882106495331356e-05
0.25,0.2,-0.06,0.45,0.6,0,0.24203052162997646
0.25,0.2,-0.06,0.675,-0.6,1,9.918837613384197e-05
0.25,0.2,-0.06,0.675,-0.3,1,9.751250204576784e-05
0.25,0.2,-0.06,0.675,0.0,1,8.348752682301839e-05
0.25,0.2,-0.06,0.675,0.3,1,6.993947815897918e-05
0.25,0.2,-0.06,0.675,0.6,1,7.771858949370343e-05
0.25,0.2,-0.06,0.9,-0.6,1,8.829002119597744e-05
0.25,0.2,-0.06,0.9,-0.3,1,9.138234167973239e-05
0.25,0.2,-0.06,0.9,0.0,1,5.0198842721226965e-05
0.25,0.2,-0.06,0.9,0.3,1,7.687697555406425e-05
0.25,0.2,-0.06,0.9,0.6,1,7.732104768573546e-05
0.25,0.2,-0.06,1.2,-0.6,1,7.283814099846924e-05
0.25,0.2,-0.06,1.2,-0.3,1,9.985360088845666e-05
0.25,0.2,-0.06,1.2,0.0,1,7.881427936845619e-05
0.25,0.2,-0.06,1.2,0.3,1,5.439965509111943e-05
0.25,0.2,-0.06,1.2,0.6,1,9.149590930884266e-05
0.25,0.2,-0.06,1.57,-0.6,1,5.72543464102238e-05
0.25,0.2,-0.06,1.57,-0.3,1,9.645180633603808e-05
0.25,0.2,-0.06,1.57,0.0,1,7.997601099135408e-05
0.25,0.2,-0.06,1.57,0.3,1,7.08383952797695e-05
0.25,0.2,-0.06,1.57,0.6,1,7.024401407471706e-05
0.25,0.2,-0.02,0.0,-0.6,0,0.1190298727310783
0.25,0.2,-0.02,0.0,-0.3,0,0.002574978607732666
0.25,0.2,-0.02,0.0,0.0,0,0.2579988436860774
0.25,0.2,-0.02,0.0,0.3,0,0.36316071500199404
0.25,0.2,-0.02,0.0,0.6,0,0.6326878673166135
0.25,0.2,-0.02,0.225,-0.6,1,5.3175391549596055e-05
0.25,0.2,-0.02,0.225,-0.3,1,7.66793882208514e-05
0.25,0.2,-0.02,0.225,0.0,0,0.3389030200303442
0.25,0.2,-0.02,0.225,0.3,0,0.47471439744225735
0.25,0.2,-0.02,0.225,0.6,0,0.30661602624940965
0.25,0.2,-0.02,0.45,-0.6,1,8.620656669639366e-05
0.25,0.2,-0.02,0.45,-0.3,1,5.5168646921374323e-05
0.25,0.2,-0.02,0.45,0.0,1,6.17293439158551e-05
0.25,0.2,-0.02,0.45,0.3,1,8.922525493617377e-05
0.25,0.2,-0.02,0.45,0.6,0,0.048702786054348156
0.25,0.2,-0.02,0.675,-0.6,1,5.249777183302949e-05
0.25,0.2,-0.02,0.675,-0.3,1,7.461651419938064e-05
0.25,0.2,-0.02,0.675,0.0,1,7.048630207712319e-05
0.25,0.2,-0.02,0.675,0.3,1,6.426020883221575e-05
0.25,0.2,-0.02,0.675,0.6,1,6.870151636134052e-05
0.25,0.2,-0.02,0.9,-0.6,1,7.679685272230087e-05
0.25,0.2,-0.02,0.9,-0.3,1,5.630092915528004e-05
0.25,0.2,-0.02,0.9,0.0,1,9.905583752352493e-05
0.25,0.2,-0.02,0.9,0.3,1,7.5801371521651e-05
0.25,0.2,-0.02,0.9,0.6,1,7.086215022637026e-05
0.25,0.2,-0.02,1.2,-0.6,1,7.366870476412033e-05
0.25,0.2,-0.02,1.2,-0.3,1,5.131436279131953e-05
0.25,0.2,-0.02,1.2,0.0,1,7.68850942891183e-05
0.25,0.2,-0.02,1.2,0.3,1,5.535410486298641e-05
0.25,0.2,-0.02,1.2,0.6,1,9.0748409617755e-05
0.25,0.2,-0.02,1.57,-0.6,1,6.097249164190502e-05
0.25,0.2,-0.02,1.57,-0.3,1,5.048909455274653e-05
0.25,0.2,-0.02,1.57,0.0,1,7.998601925504942e-05
0.25,0.2,-0.02,1.57,0.3,1,5.879897165769812e-05
0.25,0.2,-0.02,1.57,0.6,1,6.629293013239443e-05
0.25,0.2,0.02,0.0,-0.6,0,0.13607229825663372
0.25,0.2,0.02,0.0,-0.3,0,0.003164516982744069
0.25,0.2,0.02,0.0,0.0,0,0.219152131915918
0.25,0.2,0.02,0.0,0.3,0,0.33670588271581436
0.25,0.2,0.02,0.0,0.6,0,0.5513855465660389
0.25,0.2,0.02,0.225,-0.6,1,7.845930707910372e-05
0.25,0.2,0.02,0.225,-0.3,1,9.496718080613969e-05
0.25,0.2,0.02,0.225,0.0,1,7.74514303783668e-05
0.25,0.2,0.02,0.225,0.3,0,0.42339957837870457
0.25,0.2,0.02,0.225,0.6,0,0.13350266590267
0.25,0.2,0.02,0.45,-0.6,1,7.594520017317073e-05
0.25,0.2,0.02,0.45,-0.3,1,9.493332968526531e-05
0.25,0.2,0.02,0.45,0.0,1,9.476456286195036e-05
0.25,0.2,0.02,0.45,0.3,1,6.464185206323273e-05
0.25,0.2,0.02,0.45,0.6,1,7.426860232863295e-05
0.25,0.2,0.02,0.675,-0.6,1,8.248760856659256e-05
0.25,0.2,0.02,0.675,-0.3,1,9.633462564351817e-05
0.25,0.2,0.02,0.675,0.0,1,6.934572548185688e-05
0.25,0.2,0.02,0.675,0.3,1,6.119941339840657e-05
0.25,0.2,0.02,0.675,0.6,1,6.0643183149775445e-05
0.25,0.2,0.02,0.9,-0.6,1,9.796354534164323e-05
0.25,0.2,0.02,0.9,-0.3,1,7.807644796247772e-05
0.25,0.2,0.02,0.9,0.0,1,5.4172245009941686e-05
0.25,0.2,0.02,0.9,0.3,1,7.725022432051618e-05
0.25,0.2,0.02,0.9,0.6,1,7.056730363226442e-05
0.25,0.2,0.02,1.2,-0.6,1,8.198035860053117e-05
0.25,0.2,0.02,1.2,-0.3,1,5.514170344900665e-05
0.25,0.2,0.02,1.2,0.0,1,7.12915482513219e-05
0.25,0.2,0.02,1.2,0.3,1,5.557476939052601e-05
0.25,0.2,0.02,1.2,0.6,1,9.005826433020062e-05
0.25,0.2,0.02,1.57,-0.6,1,6.636094155321375e-05
0.25,0.2,0.02,1.57,-0.3,1,5.352012486634931e-05
0.25,0.2,0.02,1.57,0.0,1,8.196005494180475e-05
0.25,0.2,0.02,1.57,0.3,1,5.117342287721108e-05
0.25,0.2,0.02,1.57,0.6,1,6.306002756053728e-05
0.25,0.2,0.06,0.0,-0.6,0,0.12918968198798242
0.25,0.2,0.06,0.0,-0.3,0,0.003362169979968549
0.25,0.2,0.06,0.0,0.0,0,0.18374377653709553
0.25,0.2,0.06,0.0,0.3,0,0.31316948958725127
0.25,0.2,0.06,0.0,0.6,0,0.4755042399600296
0.25,0.2,0.06,0.225,-0.6,1,8.919451958982382e-05
0.25,0.2,0.06,0.225,-0.3,1,8.274654438161301e-05
0.25,0.2,0.06,0.225,0.0,1,5.3339645065879075e-05
0.25,0.2,0.06,0.225,0.3,1,9.835140117620544e-05
0.25,0.2,0.06,0.225,0.6,0,0.02743818059627759
0.25,0.2,0.06,0.45,-0.6,1,8.558855722099642e-05
0.25,0.2,0.06,0.45,-0.3,1,8.580838897245619e-05
0.25,0.2,0.06,0.45,0.0,1,9.309363350711379e-05
0.25,0.2,0.06,0.45,0.3,1,9.648365467447524e-05
0.25,0.2,0.06,0.45,0.6,1,5.3355903085586164e-05
0.25,0.2,0.06,0.675,-0.6,1,8.929542936657927e-05
0.25,0.2,0.06,0.675,-0.3,1,9.754984838427667e-05
0.25,0.2,0.06,0.675,0.0,1,7.203193360696812e-05
0.25,0.2,0.06,0.675,0.3,1,6.121384658215445e-05
0.25,0.2,0.06,0.675,0.6,1,5.852855867444417e-05
0.25,0.2,0.06,0.9,-0.6,1,9.151064467519194e-05
0.25,0.2,0.06,0.9,-0.3,1,5.558689028971577e-05
0.25,0.2,0.06,0.9,0.0,1,5.782147700061121e-05
0.25,0.2,0.06,0.9,0.3,1,7.847480212289063e-05
0.25,0.2,0.06,0.9,0.6,1,7.034616941179928e-05
0.25,0.2,0.06,1.2,-0.6,1,5.887867531918521e-05
0.25,0.2,0.06,1.2,-0.3,1,6.260990198461339e-05
0.25,0.2,0.06,1.2,0.0,1,6.60308425440534e-05
0.25,0.2,0.06,1.2,0.3,1,5.534327357228787e-05
0.25,0.2,0.06,1.2,0.6,1,8.938390179363352e-05
0.25,0.2,0.06,1.57,-0.6,1,7.452488958336064e-05
0.25,0.2,0.06,1.57,-0.3,1,5.785565143952214e-05
0.25,0.2,0.06,1.57,0.0,1,5.8097022610830156e-05
0.25,0.2,0.06,1.57,0.3,1,9.187850802662473e-05
0.25,0.2,0.06,1.57,0.6,1,6.057515529453988e-05
0.25,0.2,0.1,0.0,-0.6,0,0.13433556993695103
0.25,0.2,0.1,0.0,-0.3,0,0.0033936693546074512
0.25,0.2,0.1,0.0,0.0,0,0.16892101250714445
0.25,0.2,0.1,0.0,0.3,0,0.2932525967355311
0.25,0.2,0.1,0.0,0.6,0,0.10398382562696697
0.25,0.2,0.1,0.225,-0.6,1,5.8986901728616635e-05
0.25,0.2,0.1,0.225,-0.3,1,5.808962943056554e-05
0.25,0.2,0.1,0.225,0.0,1,7.003457187941854e-05
0.25,0.2,0.1,0.225,0.3,1,9.534625658201161e-05
0.25,0.2,0.1,0.225,0.6,0,0.030622306375007742
0.25,0.2,0.1,0.45,-0.6,1,5.145587470546247e-05
0.25,0.2,0.1,0.45,-0.3,1,8.399076023323985e-05
0.25,0.2,0.1,0.45,0.0,1,9.67562424140463e-05
0.25,0.2,0.1,0.45,0.3,1,9.243134606963556e-05
0.25,0.2,0.1,0.45,0.6,1,9.685655496255232e-05
0.25,0.2,0.1,0.675,-0.6,1,7.776372885586526e-05
0.25,0.2,0.1,0.675,-0.3,1,5.141171601465605e-05
0.25,0.2,0.1,0.675,0.0,1,7.473765985249282e-05
0.25,0.2,0.1,0.675,0.3,1,6.190766735028456e-05
0.25,0.2,0.1,0.675,0.6,1,5.8386206244316526e-05
0.25,0.2,0.1,0.9,-0.6,1,8.77218972731343e-05
0.25,0.2,0.1,0.9,-0.3,1,6.0433041498805764e-05
0.25,0.2,0.1,0.9,0.0,1,6.0342807847303944e-05
0.25,0.2,0.1,0.9,0.3,1,7.951610599629285e-05
0.25,0.2,0.1,0.9,0.6,1,7.020471888302576e-05
0.25,0.2,0.1,1.2,-0.6,1,7.141678731738745e-05
0.25,0.2,0.1,1.2,-0.3,1,8.004385245415638e-05
0.25,0.2,0.1,1.2,0.0,1,6.0694387257715985e-05
0.25,0.2,0.1,1.2,0.3,1,5.495207283896743e-05
0.25,0.2,0.1,1.2,0.6,1,8.879402732864316e-05
0.25,0.2,0.1,1.57,-0.6,1,8.81648717894978e-05
0.25,0.2,0.1,1.57,-0.3,1,6.4583700026489e-05
0.25,0.2,0.1,1.57,0.0,1,9.769609489303598e-05
0.25,0.2,0.1,1.57,0.3,1,8.433071310724804e-05
0.25,0.2,0.1,1.57,0.6,1,5.8746918738012916e-05
0.25,0.2,0.14,0.0,-0.6,0,0.1329990538589509
0.25,0.2,0.14,0.0,-0.3,0,0.0034585349211423877
0.25,0.2,0.14,0.0,0.0,1,5.864394961393734e-05
0.25,0.2,0.14,0.0,0.3,1,7.153259171488159e-05
0.25,0.2,0.14,0.0,0.6,0,0.022504032619198342
0.25,0.2,0.14,0.225,-0.6,0,0.09565128101222024
0.25,0.2,0.14,0.225,-0.3,1,5.6583899654008304e-05
0.25,0.2,0.14,0.225,0.0,1,6.181531518367459e-05
0.25,0.2,0.14,0.225,0.3,1,6.213370158588587e-05
0.25,0.2,0.14,0.225,0.6,1,8.360729574807752e-05
0.25,0.2,0.14,0.45,-0.6,1,5.240006119755531e-05
0.25,0.2,0.14,0.45,-0.3,1,8.060526481294924e-05
0.25,0.2,0.14,0.45,0.0,1,9.738319748600297e-05
0.25,0.2,0.14,0.45,0.3,1,9.261484929373e-05
0.25,0.2,0.14,0.45,0.6,1,9.660152947596698e-05
0.25,0.2,0.14,0.675,-0.6,1,9.51781677720592e-05
0.25,0.2,0.14,0.675,-0.3,1,6.113432789326271e-05
0.25,0.2,0.14,0.675,0.0,1,7.776132034090539e-05
0.25,0.2,0.14,0.675,0.3,1,6.273516978731778e-05
0.25,0.2,0.14,0.675,0.6,1,5.833010374264372e-05
0.25,0.2,0.14,0.9,-0.6,1,7.921446628981591e-05
0.25,0.2,0.14,0.9,-0.3,1,7.168927083781355e-05
0.25,0.2,0.14,0.9,0.0,1,6.208775721079582e-05
0.25,0.2,0.14,0.9,0.3,1,8.058990874052289e-05
0.25,0.2,0.14,0.9,0.6,1,7.016286864098112e-05
0.25,0.2,0.14,1.2,-0.6,1,9.318397811421662e-05
0.25,0.2,0.14,1.2,-0.3,1,7.57059680999002e-05
0.25,0.2,0.14,1.2,0.0,1,5.5892838845472616e-05
0.25,0.2,0.14,1.2,0.3,1,5.4665437334445966e-05
0.25,0.2,0.14,1.2,0.6,1,8.837092807942852e-05
0.25,0.2,0.14,1.57,-0.6,1,5.515776038909353e-05
0.25,0.2,0.14,1.57,-0.3,1,7.619966236227231e-05
0.25,0.2,0.14,1.57,0.0,1,8.566384139755812e-05
0.25,0.2,0.14,1.57,0.3,1,7.894878364286698e-05
0.25,0.2,0.14,1.57,0.6,1,5.7510380290566754e-05
0.25,0.2,0.18,0.0,-0.6,0,0.14004939439894126
0.25,0.2,0.18,0.0,-0.3,0,0.00352318785764558
0.25,0.2,0.18,0.0,0.0,1,5.841933603441157e-05
0.25,0.2,0.18,0.0,0.3,1,6.043411365429214e-05
0.25,0.2,0.18,0.0,0.6,0,0.0005722308448891961
0.25,0.2,0.18,0.225,-0.6,0,0.1893610303526974
0.25,0.2,0.18,0.225,-0.3,1,9.201168139808514e-05
0.25,0.2,0.18,0.225,0.0,1,5.960767342028434e-05
0.25,0.2,0.18,0.225,0.3,1,6.114037606841531e-05
0.25,0.2,0.18,0.225,0.6,1,8.186805640945904e-05
0.25,0.2,0.18,0.45,-0.6,1,8.680100955698736e-05
0.25,0.2,0.18,0.45,-0.3,1,9.234703721699719e-05
0.25,0.2,0.18,0.45,0.0,1,5.015315227066646e-05
0.25,0.2,0.18,0.45,0.3,1,9.332193636090178e-05
0.25,0.2,0.18,0.45,0.6,1,9.657384271383883e-05
0.25,0.2,0.18,0.675,-0.6,1,5.141219147144447e-05
0.25,0.2,0.18,0.675,-0.3,1,8.641108872421753e-05
0.25,0.2,0.18,0.675,0.0,1,8.121334541590063e-05
0.25,0.2,0.18,0.675,0.3,1,6.37921722766704e-05
0.25,0.2,0.18,0.675,0.6,1,5.8391549510702394e-05
0.25,0.2,0.18,0.9,-0.6,1,5.3764301448139314e-05
0.25,0.2,0.18,0.9,-0.3,1,9.658242458376981e-05
0.25,0.2,0.18,0.9,0.0,1,6.35705356989089e-05
0.25,0.2,0.18,0.9,0.3,1,8.203030892150159e-05
0.25,0.2,0.18,0.9,0.6,1,7.024837895290348e-05
0.25,0.2,0.18,1.2,-0.6,1,5.010260910210029e-05
0.25,0.2,0.18,1.2,-0.3,1,9.650447383010232e-05
0.25,0.2,0.18,1.2,0.0,1,5.200917551107454e-05
0.25,0.2,0.18,1.2,0.3,1,5.4832007023212056e-05
0.25,0.2,0.18,1.2,0.6,1,8.8231079300929e-05
0.25,0.2,0.18,1.57,-0.6,1,7.266585993288362e-05
0.25,0.2,0.18,1.57,-0.3,1,8.656984821179813e-05
0.25,0.2,0.18,1.57,0.0,1,7.550268031730733e-05
0.25,0.2,0.18,1.57,0.3,1,7.56589825725095e-05
0.25,0.2,0.18,1.57,0.6,1,5.691027250539572e-05
0.25,0.2,0.22,0.0,-0.6,0,0.15059070532293872
0.25,0.2,0.22,0.0,-0.3,0,0.0035471012972796323
0.25,0.2,0.22,0.0,0.0,1,8.951771738509705e-05
0.25,0.2,0.22,0.0,0.3,1,8.885954062077847e-05
0.25,0.2,0.22,0.0,0.6,1,7.650635252408054e-05
0.25,0.2,0.22,0.225,-0.6,0,0.19563623843299643
0.25,0.2,0.22,0.225,-0.3,1,8.037846887151093e-05
0.25,0.2,0.22,0.225,0.0,1,5.9025607083777026e-05
0.25,0.2,0.22,0.225,0.3,1,6.107813589126055e-05
0.25,0.2,0.22,0.225,0.6,1,8.202132786546822e-05
0.25,0.2,0.22,0.45,-0.6,0,0.051666224638621916
0.25,0.2,0.22,0.45,-0.3,1,6.862499859572865e-05
0.25,0.2,0.22,0.45,0.0,1,5.2449389431550625e-05
0.25,0.2,0.22,0.45,0.3,1,9.448917506228481e-05
0.25,0.2,0.22,0.45,0.6,1,9.683465982498473e-05
0.25,0.2,0.22,0.675,-0.6,0,0.034590039053194334
0.25,0.2,0.22,0.675,-0.3,1,9.483707375877285e-05
0.25,0.2,0.22,0.675,0.0,1,8.578030979617407e-05
0.25,0.2,0.22,0.675,0.3,1,6.52831490230647e-05
0.25,0.2,0.22,0.675,0.6,1,5.859035876540478e-05
0.25,0.2,0.22,0.9,-0.6,0,0.0037689066417857043
0.25,0.2,0.22,0.9,-0.3,1,5.2127755932981925e-05
0.25,0.2,0.22,0.9,0.0,1,6.559730557715877e-05
0.25,0.2,0.22,0.9,0.3,1,8.4450734615326e-05
0.25,0.2,0.22,0.9,0.6,1,7.051684708500965e-05
0.25,0.2,0.22,1.2,-0.6,0,0.03229653539880779
0.25,0.2,0.22,1.2,-0.3,1,6.359316087104335e-05
0.25,0.2,0.22,1.2,0.0,1,9.713196761450388e-05
0.25,0.2,0.22,1.2,0.3,1,5.623504059528825e-05
0.25,0.2,0.22,1.2,0.6,1,8.861918925028688e-05
0.25,0.2,0.22,1.57,-0.6,0,0.12007871675259997
0.25,0.2,0.22,1.57,-0.3,0,0.14302413603268208
0.25,0.2,0.22,1.57,0.0,0,0.14055499393979565
0.25,0.2,0.22,1.57,0.3,0,0.1386260078976949
0.25,0.2,0.22,1.57,0.6,0,0.12360811232887597
0.25,0.2,0.26,0.0,-0.6,0,0.1630143342785612
0.25,0.2,0.26,0.0,-0.3,0,0.0035816897133948227
0.25,0.2,0.26,0.0,0.0,1,8.438732948296334e-05
0.25,0.2,0.26,0.0,0.3,1,8.774030989495452e-05
0.25,0.2,0.26,0.0,0.6,1,7.691861108397799e-05
0.25,0.2,0.26,0.225,-0.6,0,0.20532643296510894
0.25,0.2,0.26,0.225,-0.3,1,5.97562725024546e-05
0.25,0.2,0.26,0.225,0.0,1,6.012174328404634e-05
0.25,0.2,0.26,0.225,0.3,1,6.159313443198938e-05
0.25,0.2,0.26,0.225,0.6,1,8.255506125165345e-05
0.25,0.2,0.26,0.45,-0.6,0,0.23270886965061982
0.25,0.2,0.26,0.45,-0.3,1,7.788135311231033e-05
0.25,0.2,0.26,0.45,0.0,1,5.5811843660568264e-05
0.25,0.2,0.26,0.45,0.3,1,9.621902546202021e-05
0.25,0.2,0.26,0.45,0.6,1,9.74253891589206e-05
0.25,0.2,0.26,0.675,-0.6,0,0.10268419004559394
0.25,0.2,0.26,0.675,-0.3,1,9.944154242850507e-05
0.25,0.2,0.26,0.675,0.0,1,9.34668370497066e-05
0.25,0.2,0.26,0.675,0.3,1,6.759840109886078e-05
0.25,0.2,0.26,0.675,0.6,1,5.8955873504110956e-05
0.25,0.2,0.26,0.9,-0.6,0,0.12276070248037502
0.25,0.2,0.26,0.9,-0.3,1,8.121030028679297e-05
0.25,0.2,0.26,0.9,0.0,1,7.033772281580186e-05
0.25,0.2,0.26,0.9,0.3,1,8.938022421537465e-05
0.25,0.2,0.26,0.9,0.6,1,7.109182471671468e-05
0.25,0.2,0.26,1.2,-0.6,0,0.22860701819637916
0.25,0.2,0.26,1.2,-0.3,0,0.07631227811389327
0.25,0.2,0.26,1.2,0.0,1,8.631435810001755e-05
0.25,0.2,0.26,1.2,0.3,1,6.198777956345658e-05
0.25,0.2,0.26,1.2,0.6,1,9.025914896668811e-05
0.25,0.2,0.26,1.57,-0.6,0,1.5237106577322104
0.25,0.2,0.26,1.57,-0.3,0,0.37901389455297324
0.25,0.2,0.26,1.57,0.0,0,0.24517792935847488
0.25,0.2,0.26,1.57,0.3,0,0.31934111249922525
0.25,0.2,0.26,1.57,0.6,0,0.287472943642059
0.3,-0.2,-0.06,0.0,-0.6,0,0.6409030871943251
0.3,-0.2,-0.06,0.0,-0.3,0,0.43960425308923956
